menu_provider_key,menu_provider_label,provider_key,fornitore,commodity,tipo_prezzo,nome_offerta,codice_offerta,data_inizio,data_fine,prezzo_calcolo,quota_fissa_calcolo,azione,motivi,url_offerta,fonte,score
"enercom","Enercom","enercom","Enercom","luce","fisso","EQUA LUCE","000732ESFML01XXEQED2606XXXXXXXXX","01/06/2026_23:59:00","30/06/2026_23:59:00","0.149","110","pronta_fisso","prezzo fisso domestico leggibile","http://www.enercom.it/offer/equa-luce/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","106.875"
"enercom","Enercom","enercom","Enercom","luce","fisso","FIX ECO LUCE BUSINESS","000732ESFFL01XXEFEB2606XXXXXXXXX","01/06/2026_23:59:00","30/06/2026_23:59:00","","144","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://www.enercom.it/offer/enercom-fix-eco-luce-business/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.856"
"engie","Engie","engie","Engie","gas","variabile","Benvenuto in ENGIE","001714GSVML03XXBENV0000300000000","11/06/2026_13:01:00","08/07/2026_23:59:00","0.075","78","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.engie.it/casa/offerte-luce-gas/benvenuto-in-engie","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","85.915"
"engie","Engie","engie","Engie","gas","variabile","eFLEX","001714GSVML03XXFLEX0000300000000","11/06/2026_13:01:00","08/07/2026_23:59:00","0.11","168","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://www.engie.it/business-enti/offerte-luce-gas-aziende/partita-iva/eflex","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","5.821"
"engie","Engie","engie","Engie","gas","fisso","Energia PuntoFisso - 12 mesi","001714GSFML14XXPUMD0001400000000","25/06/2026_00:01:00","01/07/2026_23:59:00","0.483","84","pronta_fisso","prezzo fisso domestico leggibile","https://www.engie.it/casa/offerte-luce-gas/energia-puntofisso-12mesi/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","105.868"
"engie","Engie","engie","Engie","gas","fisso","Energia PuntoFisso - 12 mesi","001714GSFML15XXPUFD0001500000000","25/06/2026_00:01:00","01/07/2026_23:59:00","0.483","84","pronta_fisso","prezzo fisso domestico leggibile","https://www.engie.it/casa/offerte-luce-gas/energia-puntofisso-12mesi/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","105.868"
"engie","Engie","engie","Engie","luce","variabile","Benvenuto in ENGIE","001714ESVFL03XXBENV0000300000000","11/06/2026_13:01:00","08/07/2026_23:59:00","0.0253","78","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.engie.it/casa/offerte-luce-gas/benvenuto-in-engie","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.919"
"engie","Engie","engie","Engie","luce","fisso","eFLEX","001714ESFFL02XXFSOL0000200000000","11/06/2026_13:01:00","08/07/2026_23:59:00","","180","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://www.engie.it/business-enti/offerte-luce-gas-aziende/partita-iva/eflex","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.820"
"engie","Engie","engie","Engie","luce","variabile","eFLEX","001714ESVFL03XXFLEX0000300000000","11/06/2026_13:01:00","08/07/2026_23:59:00","0.02","168","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://www.engie.it/business-enti/offerte-luce-gas-aziende/partita-iva/eflex","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.830"
"engie","Engie","engie","Engie","luce","fisso","Energia PuntoFisso - 12 mesi","001714ESFFL15XXPUFD0001500000000","25/06/2026_00:01:00","01/07/2026_23:59:00","","72","scartata","non utilizzabile direttamente","https://www.engie.it/casa/offerte-luce-gas/energia-puntofisso-12mesi/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.928"
"engie","Engie","engie","Engie","luce","fisso","Energia PuntoFisso - 12 mesi","001714ESFML14XXPUMD0001400000000","25/06/2026_00:01:00","01/07/2026_23:59:00","0.1186","72","pronta_fisso","prezzo fisso domestico leggibile","https://www.engie.it/casa/offerte-luce-gas/energia-puntofisso-12mesi/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","106.916"
"engie","Engie","engie","Engie","luce","fisso","Resti e Risparmi Luce","001714ESFFL04XXRRIS0000400000000","11/06/2026_13:01:00","08/07/2026_23:59:00","","149","scartata","non utilizzabile direttamente","https://www.engie.it/casa/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.851"
"engie","Engie","engie","Engie","luce","variabile","Taaanta Energia","001714ESVML05XXTANT0000500000000","11/06/2026_13:01:00","08/07/2026_23:59:00","0","96","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.engie.it/casa/offerte-luce/taaanta-energia/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.904"
"engie","Engie","engie","Engie","luce","fisso","Taaanta Energia Sera e Relax","001714ESFFL01XXTIME0000100000000","11/06/2026_13:01:00","08/07/2026_23:59:00","","114","scartata","non utilizzabile direttamente","https://www.engie.it/casa/offerte-luce-gas/taaanta-energia-sera-e-relax/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.886"
"eni","Eni Plenitude","eni","Eni Plenitude","gas","fisso","Fixa Time 24 Gas","026160GSFML49XX0GFIXA24BAS160626","16/06/2026_00:00:01","29/06/2026_23:59:59","0.5256","144","pronta_fisso","prezzo fisso domestico leggibile","https://eniplenitude.com/offerta/casa/gas-e-luce/fixa-time","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","105.803"
"eni","Eni Plenitude","eni","Eni Plenitude","gas","fisso","Fixa Time Gas","026160GSFML49XX0GFIXATIBAS160626","16/06/2026_00:00:01","29/06/2026_23:59:59","0.5816","144","pronta_fisso","prezzo fisso domestico leggibile","https://eniplenitude.com/offerta/casa/gas-e-luce/fixa-time","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","105.798"
"eni","Eni Plenitude","eni","Eni Plenitude","gas","variabile","Trend Business Gas","026160GSVML43XX0000TNDGBAS160626","16/06/2026_00:00:01","12/07/2026_23:59:59","0.115","192","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://eniplenitude.com/offerta/business/gas-e-luce/trend","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","5.796"
"eni","Eni Plenitude","eni","Eni Plenitude","gas","variabile","Trend Casa Gas","026160GSVML49XX00GTCASABAS160626","16/06/2026_00:00:01","12/07/2026_23:59:59","0.15","144","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://eniplenitude.com/offerta/casa/gas-e-luce/trend","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","85.841"
"eni","Eni Plenitude","eni","Eni Plenitude","gas","variabile","Trend Casa NoPensieri Gas","026160GSVML49XX00GTCASANOP160626","16/06/2026_00:00:01","12/07/2026_23:59:59","0.15","120","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://eniplenitude.com/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","85.865"
"eni","Eni Plenitude","eni","Eni Plenitude","luce","fisso","Fixa Time","026160ESFML49XXLFIXATIVBAS160626","16/06/2026_00:00:01","29/06/2026_23:59:59","0.1399","144","pronta_fisso","prezzo fisso domestico leggibile","https://eniplenitude.com/offerta/casa/gas-e-luce/fixa-time","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","106.842"
"eni","Eni Plenitude","eni","Eni Plenitude","luce","fisso","Fixa Time 24 Luce","026160ESFFL49XXLFIXA24VBAS160626","16/06/2026_00:00:01","29/06/2026_23:59:59","","144","scartata","non utilizzabile direttamente","https://eniplenitude.com/offerta/casa/gas-e-luce/fixa-time","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.856"
"eni","Eni Plenitude","eni","Eni Plenitude","luce","fisso","Fixa Time 24 Luce","026160ESFML49XXLFIXA24VBAS160626","16/06/2026_00:00:01","29/06/2026_23:59:59","0.1234","144","pronta_fisso","prezzo fisso domestico leggibile","https://eniplenitude.com/offerta/casa/gas-e-luce/fixa-time","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","106.844"
"eni","Eni Plenitude","eni","Eni Plenitude","luce","fisso","Fixa Time Luce","026160ESFFL49XXLFIXATIVBAS160626","16/06/2026_00:00:01","29/06/2026_23:59:59","","144","scartata","non utilizzabile direttamente","https://eniplenitude.com/offerta/casa/gas-e-luce/fixa-time","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.856"
"eni","Eni Plenitude","eni","Eni Plenitude","luce","fisso","Flexi Pertinenze","026160ESFML49XX00LPERTVBAS160626","16/06/2026_00:00:01","12/07/2026_23:59:59","0.2156","144","scartata","non utilizzabile direttamente","https://eniplenitude.com/offerta/casa/gas-e-luce/fixapertinenze-luce","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.834"
"eni","Eni Plenitude","eni","Eni Plenitude","luce","fisso","Flexi Pertinenze Bioraria","026160ESFFL49XX00LPERTVBAS160626","16/06/2026_00:00:01","12/07/2026_23:59:59","","144","scartata","non utilizzabile direttamente","https://eniplenitude.com/offerta/casa/gas-e-luce/fixapertinenze-luce","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.856"
"eni","Eni Plenitude","eni","Eni Plenitude","luce","variabile","Trend Business Luce","026160ESVFL43XX000TNDVLBAS160626","16/06/2026_00:00:01","12/07/2026_23:59:59","0.0253","192","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://eniplenitude.com/offerta/business/gas-e-luce/trend","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.805"
"eni","Eni Plenitude","eni","Eni Plenitude","luce","variabile","Trend Business Luce M","026160ESVML43XX000TNDVLBAS160626","16/06/2026_00:00:01","12/07/2026_23:59:59","0.0253","192","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://eniplenitude.com/offerta/business/gas-e-luce/trend","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.805"
"eni","Eni Plenitude","eni","Eni Plenitude","luce","variabile","Trend Casa Luce","026160ESVFL49XX0LTCASAVBAS160626","16/06/2026_00:00:01","12/07/2026_23:59:59","0.022","144","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://eniplenitude.com/offerta/casa/gas-e-luce/trend","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.854"
"eni","Eni Plenitude","eni","Eni Plenitude","luce","variabile","Trend Casa Luce","026160ESVML49XX0LTCASAVBAS160626","16/06/2026_00:00:01","12/07/2026_23:59:59","0.022","144","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://eniplenitude.com/offerta/casa/gas-e-luce/trend","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.854"
"eni","Eni Plenitude","eni","Eni Plenitude","luce","variabile","Trend Casa Luce Plus","026160ESVFL49XX0LTCASAVPLU160626","16/06/2026_00:00:01","12/07/2026_23:59:59","0.022","0","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://eniplenitude.com/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.998"
"eni","Eni Plenitude","eni","Eni Plenitude","luce","variabile","Trend Casa Luce Plus","026160ESVML49XX0LTCASAVPLU160626","16/06/2026_00:00:01","12/07/2026_23:59:59","0.022","0","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://eniplenitude.com/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.998"
"eni","Eni Plenitude","eni","Eni Plenitude","luce","variabile","Trend Casa NoPensieri Luce","026160ESVFL49XX0LTCASAVNOP160626","16/06/2026_00:00:01","12/07/2026_23:59:59","0.022","120","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://eniplenitude.com/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.878"
"eni","Eni Plenitude","eni","Eni Plenitude","luce","variabile","Trend Casa NoPensieri Luce","026160ESVML49XX0LTCASAVNOP160626","16/06/2026_00:00:01","12/07/2026_23:59:59","0.022","120","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://eniplenitude.com/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.878"
"hera","Hera Comm","hera","Hera Comm","gas","variabile","PiuControllo Active Casa Gas_Caso A","000415GSVML01XX000ACTV2GGCXAXV22","11/06/2026_00:00:00","28/07/2026_23:59:59","0.13","120","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://heracomm.gruppohera.it/casa/offerte-luce-gas/no-web/piucontrollo-active-casa","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","85.867"
"hera","Hera Comm","hera","Hera Comm","gas","variabile","PiuControllo Active Casa Gas_Caso B","000415GSVML01XX000ACTV2GGCXBXV22","11/06/2026_00:00:00","28/07/2026_23:59:59","0.13","144","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://heracomm.gruppohera.it/casa/offerte-luce-gas/no-web/piucontrollo-active-casa","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","85.843"
"hera","Hera Comm","facile","Facile","gas","variabile","PiuControllo Active Easy Casa Gas","000415GSVML01XX000ACTV2GXGXCXV22","11/06/2026_00:00:00","28/07/2026_23:59:59","0.035","144","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.facile.it/energia-luce-gas/compagnie/hera.html","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","85.852"
"hera","Hera Comm","hera","Hera Comm","gas","variabile","PiuControllo Active Lavoro Gas","000415GSVML01XX000ACTV2GGLAVXV22","11/06/2026_00:00:00","28/07/2026_23:59:59","0.12","174","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://heracomm.gruppohera.it/business/no-web/piucontrollo-active-lavoro","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","5.814"
"hera","Hera Comm","hera","Hera Comm","gas","variabile","PiuControllo Active Special Casa Gas","000415GSVML01XX000ACTV2GGCXWXV22","11/06/2026_00:00:00","28/07/2026_23:59:59","0.1","144","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://heracomm.gruppohera.it/casa/offerte-luce-gas/piu-controllo-special-active","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","85.846"
"hera","Hera Comm","hera","Hera Comm","gas","variabile","PiuControllo Active Special Lavoro Gas","000415GSVML01XX000ACTV2GGLXWXV22","11/06/2026_00:00:00","28/07/2026_23:59:59","0.115","174","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://heracomm.gruppohera.it/business/offerte-luce-gas/piva-professionisti","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","5.814"
"hera","Hera Comm","hera","Hera Comm","gas","fisso","PiuControllo FLAT Casa Gas","000415GSFML01XX0000FLT2GXGXCXV44","25/05/2026_00:00:00","25/06/2026_23:59:59","0.655","144","pronta_fisso","prezzo fisso domestico leggibile","https://heracomm.gruppohera.it/casa/offerte-luce-gas/no-web/piucontrollo-flat-casa","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","105.790"
"hera","Hera Comm","hera","Hera Comm","gas","fisso","PiuControllo Flat Easy Casa Gas","000415GSFML01XX000FLTE2GXGXCXV47","09/06/2026_00:00:00","25/06/2026_23:59:59","0.464","144","pronta_fisso","prezzo fisso domestico leggibile","https://heracomm.gruppohera.it/casa/offerte-luce-gas/no-web/piucontrollo-flat-easy-casa","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","105.810"
"hera","Hera Comm","hera","Hera Comm","gas","fisso","PiuControllo Flat Lav GAS","000415GSFML01XX0000FLT2GXGXLXV45","25/05/2026_00:00:00","25/06/2026_23:59:59","0.749","174","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://heracomm.gruppohera.it/business/no-web/piucontrollo-flat-lavoro","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","5.751"
"hera","Hera Comm","hera","Hera Comm","gas","fisso","PiuControllo Flat Special Casa Gas","000415GSFML01XX000FLT2GXGCXWXV44","25/05/2026_00:00:00","25/06/2026_23:59:59","0.655","144","pronta_fisso","prezzo fisso domestico leggibile","https://heracomm.gruppohera.it/casa/offerte-luce-gas/piu-controllo-special-flat","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","105.790"
"hera","Hera Comm","hera","Hera Comm","gas","variabile","Prezzo Netto Impresa Gas_New","000415GSVML01XX000PRZNTGIMPRXV66","11/06/2026_00:00:00","28/07/2026_23:59:59","0.085","168","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://heracomm.gruppohera.it/business/no-web/prezzo-netto-impresa","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","5.824"
"hera","Hera Comm","hera","Hera Comm","gas","variabile","Prezzo Netto Relax Casa Gas","000415GSVML01XX000PNRLXXGCANXV19","11/06/2026_00:00:00","28/07/2026_23:59:59","0.0521","144","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://heracomm.gruppohera.it/casa/offerte-luce-gas/no-web/prezzo-netto-relax-casa","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","85.851"
"hera","Hera Comm","hera","Hera Comm","luce","altro","Hera Hybrid Casa Luce Medium","000415ESVML01XX000HHYXECXMXBXV25","23/06/2026_00:00:00","01/07/2026_23:59:59","","145.23","scartata","non utilizzabile direttamente","https://heracomm.gruppohera.it/casa/offerte-luce-gas/no-web/hera-hybrid-casa","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.855"
"hera","Hera Comm","hera","Hera Comm","luce","variabile","P Netto Condominio Luce Piu Verde_B1","000265ESVFL01XX000PNECONDPB1XV66","11/06/2026_00:00:00","28/07/2026_23:59:59","","","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://estenergy.gruppohera.it/business/no-web/prezzo-netto-condominio-piu","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","7.000"
